facility_id,facility_type,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
school_3951,school,0.9095,0.7087,0.8683,0.5233,0.8286
school_3952,school,0.8653,0.6929,0.735,0.9176,0.903
school_3953,school,0.5097,0.5732,0.5254,0.432,0.512
school_3954,school,0.7026,0.3576,0.3224,0.6398,0.6069
school_3955,school,0.0992,0.1045,0.2778,0.3438,0.113
school_3956,school,0.7312,0.7878,0.8181,0.815,0.8394
school_3957,school,0.1671,0.0645,0.4528,0.4483,0.1775
school_3958,school,0.9637,0.5682,0.8498,0.9647,0.9578
school_3959,school,0.1292,0.1765,0.337,0.6913,0.273
school_3960,school,0.3507,0.1905,0.4882,0.2807,0.2663
school_3961,school,0.8951,0.9947,0.7805,0.7438,0.9523
school_3962,school,0.6241,0.3716,0.6636,0.5552,0.5872
school_3963,school,0.7868,0.7055,0.7154,0.3767,0.6927
school_3964,school,0.6653,0.4065,0.6953,0.5479,0.6189
school_3965,school,0.2706,0.0931,0.3238,0.7381,0.341
school_3966,school,0.543,0.8858,0.7579,0.2757,0.5913
school_3967,school,0.1945,0.6718,0.2207,0.3988,0.3079
school_3968,school,0.9637,0.5682,0.8498,0.9647,0.9578
school_3969,school,0.241,0.412,0.3852,0.1183,0.1815
school_3970,school,0.8335,0.5162,0.8774,0.9834,0.9156
school_3971,school,0.97,0.9578,0.8888,0.9623,0.9897
school_3972,school,0.3574,0.2757,0.5187,0.3748,0.3454
school_3973,school,0.3452,0.1276,0.6098,0.0657,0.1529
school_3974,school,0.7122,0.3235,0.777,0.4071,0.5864
school_3975,school,0.5485,0.0225,0.524,0.6578,0.4083
school_3976,school,0.5097,0.5732,0.5254,0.432,0.512
school_3977,school,0.7105,0.9363,0.7421,0.3519,0.7201
school_3978,school,0.7249,0.7491,0.7451,0.5927,0.7444
school_3979,school,0.9649,0.8282,0.9728,0.5909,0.9095
school_3980,school,0.5028,0.8919,0.8811,0.2807,0.5957
school_3981,school,0.0941,0.2004,0.6776,0.1383,0.1122
school_3982,school,0.8215,0.8548,0.8748,0.2694,0.732
school_3983,school,0.8215,0.8548,0.8748,0.2694,0.732
school_3984,school,0.6874,0.4903,0.5669,0.9611,0.813
school_3985,school,0.9951,0.985,0.9144,0.9365,0.9964
school_3986,school,0.1809,0.0704,0.364,0.1761,0.098
school_3987,school,0.8268,0.8667,0.8246,0.5203,0.814
school_3988,school,0.444,0.7243,0.8498,0.5996,0.6286
school_3989,school,0.241,0.412,0.3852,0.1183,0.1815
school_3990,school,0.7446,0.1191,0.6776,0.789,0.67
school_3991,school,0.6874,0.4903,0.5669,0.9611,0.813
school_3992,school,0.0343,0.0402,0.4841,0.0199,0.0071
school_3993,school,0.0034,0.1107,0.4039,0.3469,0.0639
school_3994,school,0.3627,0.0964,0.6512,0.0444,0.1361
school_3995,school,0.9834,0.9935,0.8642,0.8607,0.9901
school_3996,school,0.8268,0.8667,0.8246,0.5203,0.814
school_3997,school,0.5517,0.0174,0.6687,0.6939,0.426
school_3998,school,0.9314,0.8633,0.7833,0.6335,0.8872
school_3999,school,0.6653,0.4065,0.6953,0.5479,0.6189
school_4000,school,0.0189,0.385,0.5045,0.1199,0.0807
school_4001,school,0.9692,0.8503,0.8994,0.8107,0.9519
school_4002,school,0.6669,0.7761,0.7969,0.1462,0.5598
school_4003,school,0.927,0.8631,0.9215,0.5933,0.889
school_4004,school,0.414,0.3377,0.865,0.2337,0.3846
school_4005,school,0.4821,0.8345,0.5805,0.2838,0.5162
school_4006,school,0.3937,0.6239,0.815,0.2949,0.458
school_4007,school,0.7454,0.4213,0.8933,0.6489,0.7264
school_4008,school,0.3641,0.098,0.6319,0.5576,0.3716
school_4009,school,0.2736,0.3036,0.4177,0.3554,0.2753
school_4010,school,0.1562,0.2363,0.7516,0.2811,0.2227
school_4011,school,0.07,0.3422,0.5608,0.1736,0.1321
school_4012,school,0.2856,0.112,0.8498,0.0576,0.1475
school_4013,school,0.197,0.0994,0.3484,0.4365,0.1937
school_4014,school,0.7235,0.0884,0.7715,0.7442,0.6396
school_4015,school,0.1927,0.0187,0.4274,0.7371,0.2247
school_4016,school,0.6653,0.4065,0.6953,0.5479,0.6189
school_4017,school,0.5582,0.4716,0.7146,0.3276,0.5036
school_4018,school,0.925,0.6385,0.7248,0.6323,0.8414
school_4019,school,0.4178,0.3503,0.5083,0.0036,0.126
school_4020,school,0.2974,0.2913,0.4795,0.0732,0.1655
school_4021,school,0.6836,0.8917,0.7234,0.6479,0.7834
school_4022,school,0.6874,0.4903,0.5669,0.9611,0.813
school_4023,school,0.4051,0.4065,0.7077,0.4746,0.4625
school_4024,school,0.3574,0.2757,0.5187,0.3748,0.3454
school_4025,school,0.9331,0.8809,0.8888,0.7895,0.9321
school_4026,school,0.414,0.3377,0.865,0.2337,0.3846
school_4027,school,0.5517,0.0174,0.6687,0.6939,0.426
school_4028,school,0.2643,0.4525,0.5433,0.0,0.0884
school_4029,school,0.6471,0.0803,0.722,0.6761,0.5568
school_4030,school,0.8578,0.8006,0.9126,0.7503,0.8819
school_4031,school,0.7045,0.0107,0.6035,0.7138,0.4742
school_4032,school,0.1554,0.5588,0.6402,0.8499,0.5134
school_4033,school,0.2736,0.3036,0.4177,0.3554,0.2753
school_4034,school,0.1945,0.6718,0.2207,0.3988,0.3079
school_4035,school,0.3937,0.6239,0.815,0.2949,0.458
school_4036,school,0.8369,0.9254,0.7996,0.5925,0.8505
school_4037,school,0.8746,0.83,0.8427,0.7398,0.8846
school_4038,school,0.2949,0.5501,0.564,0.0,0.1101
school_4039,school,0.7249,0.7491,0.7451,0.5927,0.7444
school_4040,school,0.7546,0.8353,0.5805,0.8351,0.842
school_4041,school,0.0069,0.0158,0.1907,0.1438,0.0049
school_4042,school,0.2369,0.2623,0.7421,0.1815,0.2276
school_4043,school,0.3937,0.6239,0.815,0.2949,0.458
school_4044,school,0.5489,0.5828,0.3764,0.2982,0.4582
school_4045,school,0.0247,0.1507,0.3596,0.0357,0.0183
school_4046,school,0.3286,0.2714,0.688,0.4282,0.374
school_4047,school,0.0162,0.1278,0.4177,0.1278,0.0383
school_4048,school,0.8598,0.2237,0.4856,0.1178,0.4751
school_4049,school,0.9779,0.6854,0.9018,0.6586,0.9071
school_4050,school,0.9266,0.5619,0.6817,0.6467,0.829
school_4051,school,0.073,0.0442,0.8876,0.0586,0.0533
school_4052,school,0.9462,0.8329,0.7213,0.8252,0.927
school_4053,school,0.8653,0.6929,0.735,0.9176,0.903
school_4054,school,0.9779,0.6854,0.9018,0.6586,0.9071
school_4055,school,0.5517,0.0174,0.6687,0.6939,0.426
school_4056,school,0.4316,0.5787,0.8693,0.4521,0.5292
school_4057,school,0.8215,0.8548,0.8748,0.2694,0.732
school_4058,school,0.9909,0.712,0.9096,0.8751,0.9629
school_4059,school,0.6653,0.4065,0.6953,0.5479,0.6189
school_4060,school,0.5702,0.5744,0.6207,0.6937,0.6564
school_4061,school,0.7085,0.4937,0.9256,0.4424,0.6602
school_4062,school,0.0069,0.0158,0.1907,0.1438,0.0049
school_4063,school,0.4178,0.3503,0.5083,0.0036,0.126
school_4064,school,0.9306,0.8485,0.8246,0.7179,0.9057
school_4065,school,0.888,0.6288,0.8116,0.454,0.7728
school_4066,school,0.6657,0.26,0.5882,0.5645,0.5718
school_4067,school,0.2627,0.545,0.7524,0.2775,0.3617
school_4068,school,0.9913,0.9961,0.8508,0.6306,0.9785
school_4069,school,0.5318,0.242,0.7366,0.0627,0.285
school_4070,school,0.2856,0.112,0.8498,0.0576,0.1475
school_4071,school,0.0069,0.0158,0.1907,0.1438,0.0049
school_4072,school,0.9604,0.9166,0.9417,0.8237,0.9623
school_4073,school,0.9637,0.5682,0.8498,0.9647,0.9578
school_4074,school,0.6241,0.3716,0.6636,0.5552,0.5872
school_4075,school,0.1878,0.2079,0.2425,0.3199,0.1716
school_4076,school,0.1927,0.0187,0.4274,0.7371,0.2247
school_4077,school,0.5097,0.5732,0.5254,0.432,0.512
school_4078,school,0.2677,0.0671,0.5848,0.1144,0.1221
school_4079,school,0.2343,0.1402,0.4841,0.1239,0.1329
school_4080,school,0.9704,0.8014,0.86,0.84,0.9503
school_4081,school,0.0103,0.0209,0.4132,0.3919,0.0412
school_4082,school,0.7085,0.4937,0.9256,0.4424,0.6602
school_4083,school,0.97,0.9578,0.8888,0.9623,0.9897
school_4084,school,0.1292,0.1765,0.337,0.6913,0.273
school_4085,school,0.8951,0.9947,0.7805,0.7438,0.9523
school_4086,school,0.1511,0.3781,0.6758,0.4982,0.3258
school_4087,school,0.8335,0.5162,0.8774,0.9834,0.9156
school_4088,school,0.1892,0.0298,0.2425,0.4032,0.1166
school_4089,school,0.3893,0.0714,0.5165,0.2391,0.2249
school_4090,school,0.5339,0.3462,0.8219,0.5205,0.5475
school_4091,school,0.1511,0.3781,0.6758,0.4982,0.3258
school_4092,school,0.6963,0.9247,0.8677,0.7598,0.8475
school_4093,school,0.0183,0.1245,0.6089,0.0304,0.0191
school_4094,school,0.3641,0.098,0.6319,0.5576,0.3716
school_4095,school,0.2627,0.545,0.7524,0.2775,0.3617
school_4096,school,0.6657,0.26,0.5882,0.5645,0.5718
school_4097,school,0.1939,0.0375,0.2441,0.8314,0.2746
school_4098,school,0.2736,0.3036,0.4177,0.3554,0.2753
school_4099,school,0.5097,0.5732,0.5254,0.432,0.512
school_4100,school,0.4515,0.2152,0.3543,0.4357,0.3718
school_4101,school,0.3627,0.0964,0.6512,0.0444,0.1361
school_4102,school,0.4083,0.0951,0.5823,0.4503,0.3398
school_4103,school,0.1089,0.0112,0.3156,0.0633,0.0116
school_4104,school,0.086,0.0231,0.3423,0.4181,0.085
school_4105,school,0.9637,0.5682,0.8498,0.9647,0.9578
school_4106,school,0.6389,0.0607,0.5071,0.1641,0.3008
school_4107,school,0.6874,0.4903,0.5669,0.9611,0.813
school_4108,school,0.528,0.0554,0.5654,0.2254,0.2773
school_4109,school,0.543,0.8858,0.7579,0.2757,0.5913
school_4110,school,0.9481,0.6574,0.7697,0.4897,0.8272
school_4111,school,0.5256,0.9284,0.9193,0.042,0.4803
school_4112,school,0.8373,0.5057,0.7809,0.8663,0.8491
school_4113,school,0.6039,0.7189,0.8165,0.4639,0.6495
school_4114,school,0.7775,0.6842,0.9327,0.6838,0.8118
school_4115,school,0.9331,0.8809,0.8888,0.7895,0.9321
school_4116,school,0.9095,0.7087,0.8683,0.5233,0.8286
school_4117,school,0.0103,0.0209,0.4132,0.3919,0.0412
school_4118,school,0.3562,0.3166,0.5215,0.8306,0.5337
school_4119,school,0.9921,0.9325,0.9467,0.8963,0.9872
school_4120,school,0.0073,0.0114,0.188,0.0302,0.0002
school_4121,school,0.8598,0.2237,0.4856,0.1178,0.4751
school_4122,school,0.1511,0.3781,0.6758,0.4982,0.3258
school_4123,school,0.769,0.9964,0.6659,0.8434,0.9339
school_4124,school,0.3702,0.5992,0.7171,0.202,0.3878
school_4125,school,0.9704,0.8014,0.86,0.84,0.9503
school_4126,school,0.8951,0.9947,0.7805,0.7438,0.9523
school_4127,school,0.9649,0.8282,0.9728,0.5909,0.9095
school_4128,school,0.9637,0.5682,0.8498,0.9647,0.9578
school_4129,school,0.426,0.1799,0.411,0.6978,0.4493
school_4130,school,0.9481,0.6574,0.7697,0.4897,0.8272
school_4131,school,0.7014,0.3112,0.7427,0.6872,0.6763
school_4132,school,0.6669,0.7761,0.7969,0.1462,0.5598
school_4133,school,0.1562,0.2363,0.7516,0.2811,0.2227
school_4134,school,0.827,0.5653,0.8195,0.6144,0.7753
school_4135,school,0.2974,0.2913,0.4795,0.0732,0.1655
school_4136,school,0.4515,0.2152,0.3543,0.4357,0.3718
school_4137,school,0.1444,0.2872,0.626,0.0,0.045
school_4138,school,0.399,0.3146,0.4939,0.7465,0.5103
school_4139,school,0.1264,0.2471,0.3313,0.3759,0.1842
school_4140,school,0.8335,0.5162,0.8774,0.9834,0.9156
school_4141,school,0.0992,0.1045,0.2778,0.3438,0.113
school_4142,school,0.3396,0.0939,0.6996,0.3406,0.2769
school_4143,school,0.8653,0.6929,0.735,0.9176,0.903
school_4144,school,0.7868,0.7055,0.7154,0.3767,0.6927
school_4145,school,0.3842,0.3278,0.7427,0.7607,0.5489
school_4146,school,0.543,0.8858,0.7579,0.2757,0.5913
school_4147,school,0.5059,0.4686,0.4089,0.8637,0.646
school_4148,school,0.2043,0.0592,0.5488,0.8661,0.3811
school_4149,school,0.3702,0.5992,0.7171,0.202,0.3878
school_4150,school,0.2243,0.4708,0.503,0.4428,0.343
school_4151,school,0.197,0.0994,0.3484,0.4365,0.1937
school_4152,school,0.1511,0.3781,0.6758,0.4982,0.3258
school_4153,school,0.3172,0.0582,0.448,0.5249,0.27
school_4154,school,0.9095,0.7087,0.8683,0.5233,0.8286
school_4155,school,0.9462,0.8329,0.7213,0.8252,0.927
school_4156,school,0.3574,0.2757,0.5187,0.3748,0.3454
school_4157,school,0.8653,0.6929,0.735,0.9176,0.903
school_4158,school,0.2799,0.3513,0.6124,0.1128,0.2138
school_4159,school,0.0183,0.1245,0.6089,0.0304,0.0191
school_4160,school,0.1836,0.743,0.6811,0.4446,0.4134
school_4161,school,0.584,0.9379,0.7902,0.2834,0.6454
school_4162,school,0.0759,0.3414,0.8303,0.0653,0.111
school_4163,school,0.9323,0.946,0.8354,0.8706,0.9617
school_4164,school,0.9497,0.7464,0.9234,0.2065,0.7777
school_4165,school,0.9649,0.8282,0.9728,0.5909,0.9095
school_4166,school,0.6126,0.4911,0.7118,0.3454,0.5355
school_4167,school,0.6069,0.36,0.6533,0.4941,0.5493
school_4168,school,0.2197,0.3519,0.6921,0.1893,0.2406
school_4169,school,0.8207,0.1773,0.688,0.169,0.4937
school_4170,school,0.8215,0.8548,0.8748,0.2694,0.732
school_4171,school,0.9497,0.7464,0.9234,0.2065,0.7777
school_4172,school,0.8383,0.7406,0.9484,0.5176,0.8039
school_4173,school,0.3146,0.1146,0.7053,0.9694,0.5763
school_4174,school,0.8982,0.9491,0.7535,0.9097,0.9562
school_4175,school,0.8598,0.2237,0.4856,0.1178,0.4751
school_4176,school,0.7249,0.7491,0.7451,0.5927,0.7444
school_4177,school,0.9834,0.9935,0.8642,0.8607,0.9901
school_4178,school,0.2462,0.1178,0.5955,0.3966,0.2495
school_4179,school,0.4233,0.7815,0.8646,0.1556,0.4562
school_4180,school,0.932,0.7489,0.8888,0.215,0.7588
school_4181,school,0.9191,0.844,0.8573,0.5639,0.8667
school_4182,school,0.4444,0.5507,0.7667,0.1412,0.3892
school_4183,school,0.4233,0.7815,0.8646,0.1556,0.4562
school_4184,school,0.9365,0.754,0.8043,0.898,0.9361
school_4185,school,0.2138,0.3911,0.5785,0.117,0.1878
school_4186,school,0.5748,0.7708,0.6543,0.9211,0.803
school_4187,school,0.7876,0.3511,0.4203,0.2041,0.5004
school_4188,school,0.7572,0.8006,0.8246,0.2122,0.6588
school_4189,school,0.4233,0.7815,0.8646,0.1556,0.4562
school_4190,school,0.8254,0.9544,0.9335,0.5714,0.8669
school_4191,school,0.8886,0.884,0.536,0.1582,0.6935
school_4192,school,0.8254,0.9544,0.9335,0.5714,0.8669
school_4193,school,0.3834,0.515,0.5882,0.1101,0.2937
school_4194,school,0.4302,0.8136,0.6098,0.46,0.555
school_4195,school,0.8602,0.8544,0.8317,0.8862,0.9213
school_4196,school,0.5803,0.9907,0.8283,0.5107,0.7807
school_4197,school,0.5181,0.3708,0.9043,0.2552,0.4602
school_4198,school,0.9065,0.9118,0.7856,0.9276,0.9568
school_4199,school,0.4329,0.8381,0.7866,0.5424,0.6201
school_4200,school,0.9152,0.7974,0.8415,0.7665,0.9022
school_4201,school,0.4302,0.8136,0.6098,0.46,0.555
school_4202,school,0.9136,0.9134,0.8384,0.5347,0.8726
school_4203,school,0.8075,0.672,0.7028,0.5527,0.7485
school_4204,school,0.4302,0.8136,0.6098,0.46,0.555
school_4205,school,0.7229,0.9144,0.939,0.2387,0.7028
school_4206,school,0.3434,0.2909,0.7896,0.686,0.4984
school_4207,school,0.6959,0.7122,0.6921,0.6935,0.7493
school_4208,school,0.7363,0.9757,0.8972,0.2799,0.7564
school_4209,school,0.8341,0.8146,0.8402,0.6625,0.8458
school_4210,school,0.4233,0.7815,0.8646,0.1556,0.4562
school_4211,school,0.9191,0.844,0.8573,0.5639,0.8667
school_4212,school,0.1682,0.6371,0.628,0.0503,0.1746
school_4213,school,0.1746,0.2179,0.2425,0.47,0.2195
school_4214,school,0.845,0.811,0.778,0.7996,0.8771
school_4215,school,0.8623,0.4773,0.7667,0.9089,0.8712
school_4216,school,0.987,0.8907,0.8321,0.9901,0.9933
school_4217,school,0.7544,0.8903,0.5598,0.9763,0.9136
school_4218,school,0.6193,0.8826,0.7915,0.3114,0.6469
school_4219,school,0.1598,0.3789,0.063,0.474,0.2284
school_4220,school,0.9039,0.6911,0.865,0.9158,0.9247
school_4221,school,0.7193,0.4994,0.8022,0.9393,0.8385
school_4222,school,0.8254,0.9544,0.9335,0.5714,0.8669
school_4223,school,0.1564,0.7203,0.472,0.3045,0.3028
school_4224,school,0.4444,0.5507,0.7667,0.1412,0.3892
school_4225,school,0.6915,0.8187,0.9567,0.1515,0.6144
school_4226,school,0.5907,0.6949,0.8187,0.0089,0.3464
school_4227,school,0.7363,0.9757,0.8972,0.2799,0.7564
school_4228,school,0.8254,0.9544,0.9335,0.5714,0.8669
school_4229,school,0.7051,0.7339,0.9335,0.532,0.7359
school_4230,school,0.2138,0.3911,0.5785,0.117,0.1878
school_4231,school,0.9136,0.9134,0.8384,0.5347,0.8726
school_4232,school,0.7893,0.9093,0.8616,0.9937,0.9627
school_4233,school,0.3682,0.5207,0.423,0.5469,0.4544
school_4234,school,0.9365,0.754,0.8043,0.898,0.9361
school_4235,school,0.9544,0.9897,0.8427,0.659,0.9554
school_4236,school,0.4043,0.57,0.2911,0.0716,0.2448
school_4237,school,0.7876,0.3511,0.4203,0.2041,0.5004
school_4238,school,0.7156,0.6696,0.7398,0.2266,0.5953
school_4239,school,0.7572,0.8006,0.8246,0.2122,0.6588
school_4240,school,0.6915,0.8187,0.9567,0.1515,0.6144
school_4241,school,0.9136,0.9134,0.8384,0.5347,0.8726
school_4242,school,0.9191,0.844,0.8573,0.5639,0.8667
school_4243,school,0.8254,0.9544,0.9335,0.5714,0.8669
school_4244,school,0.7572,0.8006,0.8246,0.2122,0.6588
school_4245,school,0.9365,0.754,0.8043,0.898,0.9361
school_4246,school,0.9136,0.9134,0.8384,0.5347,0.8726
school_4247,school,0.8426,0.688,0.5951,0.8947,0.872
school_4248,school,0.6959,0.7122,0.6921,0.6935,0.7493
school_4249,school,0.8602,0.8544,0.8317,0.8862,0.9213
school_4250,school,0.817,0.9761,0.8461,0.6568,0.8882
school_4251,school,0.7051,0.7339,0.9335,0.532,0.7359
school_4252,school,0.9065,0.9118,0.7856,0.9276,0.9568
school_4253,school,0.3183,0.7696,0.7384,0.1075,0.3542
school_4254,school,0.4323,0.2485,0.6472,0.2627,0.3491
school_4255,school,0.9473,0.9751,0.8346,0.9939,0.9947
school_4256,school,0.2036,0.6531,0.5669,0.5604,0.4262
school_4257,school,0.1049,0.3607,0.3931,0.26,0.1657
school_4258,school,0.8525,0.558,0.7427,0.5339,0.7501
school_4259,school,0.6746,0.3966,0.6388,0.5061,0.6014
school_4260,school,0.53,0.542,0.3626,0.8458,0.6592
school_4261,school,0.9625,0.7712,0.8283,0.6777,0.9041
school_4262,school,0.9789,0.516,0.9307,0.888,0.9416
school_4263,school,0.8682,0.6592,0.7856,0.7982,0.8619
school_4264,school,0.4708,0.4373,0.4659,0.3724,0.4276
school_4265,school,0.1049,0.3607,0.3931,0.26,0.1657
school_4266,school,0.8542,0.9548,0.5488,0.9071,0.9276
school_4267,school,0.915,0.7183,0.9004,0.9456,0.9469
school_4268,school,0.1659,0.4791,0.6864,0.185,0.2355
school_4269,school,0.115,0.5359,0.2378,0.4278,0.2458
school_4270,school,0.915,0.7183,0.9004,0.9456,0.9469
school_4271,school,0.8087,0.9801,0.7638,0.4609,0.8349
school_4272,school,0.9243,0.7369,0.8551,0.6611,0.8744
school_4273,school,0.1682,0.6371,0.628,0.0503,0.1746
school_4274,school,0.5702,0.8418,0.7309,0.8424,0.7925
school_4275,school,0.3716,0.3118,0.0612,0.429,0.3036
school_4276,school,0.9321,0.7897,0.8384,0.9235,0.9499
school_4277,school,0.9473,0.9751,0.8346,0.9939,0.9947
school_4278,school,0.3428,0.0564,0.45,0.4659,0.2625
school_4279,school,0.8542,0.9548,0.5488,0.9071,0.9276
school_4280,school,0.683,0.7982,0.7884,0.2651,0.6351
school_4281,school,0.7984,0.1495,0.6234,0.8878,0.7462
school_4282,school,0.7789,0.1746,0.4919,0.7452,0.6657
school_4283,school,0.3241,0.3578,0.197,0.4868,0.3377
school_4284,school,0.8542,0.9548,0.5488,0.9071,0.9276
school_4285,school,0.9726,0.9294,0.8508,0.9333,0.9828
school_4286,school,0.1935,0.6669,0.4533,0.3596,0.3318
school_4287,school,0.9396,0.6099,0.7892,0.6533,0.855
school_4288,school,0.1252,0.1803,0.2472,0.0939,0.0712
school_4289,school,0.4594,0.616,0.626,0.4811,0.5284
school_4290,school,0.8629,0.4091,0.9024,0.5112,0.7416
school_4291,school,0.9582,0.5927,0.8494,0.988,0.9694
school_4292,school,0.6193,0.8826,0.7915,0.3114,0.6469
school_4293,school,0.7069,0.8639,0.8583,0.5684,0.7738
school_4294,school,0.7821,0.3531,0.6124,0.4972,0.6428
school_4295,school,0.3615,0.2858,0.3813,0.3828,0.3274
school_4296,school,0.1935,0.6669,0.4533,0.3596,0.3318
school_4297,school,0.2183,0.1254,0.5707,0.0032,0.043
school_4298,school,0.9473,0.9751,0.8346,0.9939,0.9947
school_4299,school,0.7639,0.1373,0.6667,0.5495,0.5943
school_4300,school,0.4284,0.3842,0.5848,0.0219,0.1951
school_4301,school,0.2036,0.6531,0.5669,0.5604,0.4262
school_4302,school,0.9663,0.9041,0.8632,0.8081,0.9564
school_4303,school,0.1118,0.6172,0.4811,0.2103,0.2156
school_4304,school,0.9793,0.5535,0.8541,0.9961,0.9838
school_4305,school,0.903,0.0146,0.573,0.7822,0.6479
school_4306,school,0.4848,0.4826,0.7008,0.5108,0.5298
school_4307,school,0.0316,0.1329,0.2593,0.0789,0.0262
school_4308,school,0.5736,0.4347,0.3329,0.2002,0.3919
school_4309,school,0.5217,0.1292,0.7201,0.0079,0.1554
school_4310,school,0.1036,0.0748,0.4313,0.9335,0.3592
school_4311,school,0.9915,0.9477,0.9778,0.5037,0.9393
school_4312,school,0.8955,0.9809,0.8876,0.9929,0.9899
school_4313,school,0.3107,0.2383,0.5071,0.1057,0.1809
school_4314,school,0.7921,0.6633,0.8551,0.642,0.7921
school_4315,school,0.0185,0.3428,0.1512,0.1795,0.0657
school_4316,school,0.9489,0.5032,0.7683,0.7308,0.8621
school_4317,school,0.0316,0.1329,0.2593,0.0789,0.0262
school_4318,school,0.8797,0.8821,0.9024,0.7882,0.913
school_4319,school,0.0024,0.1446,0.0951,0.1103,0.0124
school_4320,school,0.9132,0.845,0.9437,0.9957,0.9854
school_4321,school,0.4542,0.7237,0.5177,0.0742,0.3507
school_4322,school,0.8525,0.558,0.7427,0.5339,0.7501
school_4323,school,0.9489,0.5032,0.7683,0.7308,0.8621
school_4324,school,0.0742,0.5592,0.2026,0.4876,0.2385
school_4325,school,0.9767,0.9499,0.8219,0.8057,0.9673
school_4326,school,0.0,0.0,0.5594,0.0,0.0
school_4327,school,0.8955,0.9809,0.8876,0.9929,0.9899
school_4328,school,0.1049,0.3607,0.3931,0.26,0.1657
school_4329,school,0.5982,0.0464,0.6313,0.7923,0.5361
school_4330,school,0.6426,0.5801,0.8093,0.3947,0.6103
school_4331,school,0.9996,0.9779,0.8821,0.9817,0.999
school_4332,school,0.2101,0.111,0.3091,0.4679,0.212
school_4333,school,0.943,0.9097,0.8953,0.8647,0.96
school_4334,school,0.9578,0.898,0.876,0.8497,0.9604
school_4335,school,0.7083,0.8134,0.6783,0.8886,0.8497
school_4336,school,0.997,0.883,0.7248,0.4732,0.9061
school_4337,school,0.943,0.9097,0.8953,0.8647,0.96
school_4338,school,0.3955,0.2866,0.0951,0.0838,0.1617
school_4339,school,0.845,0.811,0.778,0.7996,0.8771
school_4340,school,0.7921,0.6633,0.8551,0.642,0.7921
school_4341,school,0.7321,0.0546,0.573,0.7728,0.6024
school_4342,school,0.2292,0.2268,0.3106,0.672,0.3393
school_4343,school,0.212,0.5444,0.5577,0.258,0.2862
school_4344,school,0.8955,0.9809,0.8876,0.9929,0.9899
school_4345,school,0.4848,0.4826,0.7008,0.5108,0.5298
school_4346,school,0.9663,0.9041,0.8632,0.8081,0.9564
school_4347,school,0.9578,0.898,0.876,0.8497,0.9604
school_4348,school,0.8406,0.8949,0.7963,0.645,0.8566
school_4349,school,0.7069,0.8639,0.8583,0.5684,0.7738
school_4350,school,0.1659,0.4791,0.6864,0.185,0.2355
school_4351,school,0.259,0.575,0.4242,0.2939,0.3122
school_4352,school,0.1744,0.4107,0.478,0.4087,0.2781
school_4353,school,0.7996,0.6499,0.9293,0.468,0.7428
school_4354,school,0.368,0.5176,0.5195,0.4081,0.4191
school_4355,school,0.7821,0.3531,0.6124,0.4972,0.6428
school_4356,school,0.0649,0.043,0.0612,0.3416,0.0598
school_4357,school,0.4986,0.8195,0.7053,0.9408,0.8043
school_4358,school,0.1379,0.211,0.5488,0.5331,0.2633
school_4359,school,0.8211,0.8911,0.7427,0.8957,0.9122
school_4360,school,0.9789,0.516,0.9307,0.888,0.9416
school_4361,school,0.189,0.8099,0.4406,0.2385,0.3138
school_4362,school,0.1379,0.211,0.5488,0.5331,0.2633
school_4363,school,0.903,0.0146,0.573,0.7822,0.6479
school_4364,school,0.0,0.0,0.0,0.0,0.0
school_4365,school,0.9473,0.9751,0.8346,0.9939,0.9947
school_4366,school,0.3505,0.3022,0.4687,0.3984,0.3503
school_4367,school,0.9767,0.9499,0.8219,0.8057,0.9673
school_4368,school,0.3955,0.2866,0.0951,0.0838,0.1617
school_4369,school,0.9132,0.845,0.9437,0.9957,0.9854
school_4370,school,0.6132,0.6546,0.8278,0.1047,0.4797
school_4371,school,0.212,0.5444,0.5577,0.258,0.2862
school_4372,school,0.2193,0.3178,0.4811,0.0477,0.1193
school_4373,school,0.9274,0.5813,0.8366,0.6363,0.8452
school_4374,school,0.3158,0.3984,0.5278,0.2075,0.2803
school_4375,school,0.5351,0.1726,0.4518,0.1323,0.2712
school_4376,school,0.9748,0.7684,0.8874,0.9919,0.9886
school_4377,school,0.1288,0.0732,0.0965,0.272,0.0856
school_4378,school,0.115,0.5359,0.2378,0.4278,0.2458
school_4379,school,0.9868,0.7809,0.8705,0.928,0.9753
school_4380,school,0.943,0.9097,0.8953,0.8647,0.96
school_4381,school,0.3107,0.2383,0.5071,0.1057,0.1809
school_4382,school,0.8467,0.7471,0.7608,0.8645,0.8854
school_4383,school,0.4203,0.9377,0.5848,0.6333,0.6629
school_4384,school,0.7193,0.4994,0.8022,0.9393,0.8385
school_4385,school,0.9536,0.585,0.7516,0.7951,0.8927
school_4386,school,0.245,0.6014,0.423,0.483,0.3886
school_4387,school,0.5536,0.7148,0.5323,0.5728,0.6195
school_4388,school,0.2292,0.2268,0.3106,0.672,0.3393
school_4389,school,0.3158,0.3984,0.5278,0.2075,0.2803
school_4390,school,0.0,0.0,0.5594,0.0,0.0
school_4391,school,0.115,0.5359,0.2378,0.4278,0.2458
school_4392,school,0.3615,0.2858,0.3813,0.3828,0.3274
school_4393,school,0.915,0.7183,0.9004,0.9456,0.9469
school_4394,school,0.245,0.6014,0.423,0.483,0.3886
