facility_id,facility_type,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
school_123,school,0.3014,0.1462,0.1921,0.0039,0.0428
school_124,school,0.7398,0.4807,0.3608,0.5385,0.6179
school_125,school,0.6426,0.6651,0.4687,0.8986,0.7742
school_126,school,0.4899,0.4919,0.4573,0.3381,0.4343
school_127,school,0.7972,0.6753,0.6179,0.459,0.7051
school_128,school,0.2122,0.2966,0.0965,0.129,0.1162
school_129,school,0.7915,0.6233,0.5697,0.6308,0.7389
school_130,school,0.8663,0.5462,0.5309,0.7718,0.8108
school_131,school,0.4649,0.9306,0.4667,0.7335,0.6968
school_132,school,0.1178,0.7114,0.1833,0.014,0.0775
school_133,school,0.1645,0.4205,0.0675,0.6801,0.315
school_134,school,0.9911,0.6876,0.723,0.6341,0.8996
school_135,school,0.2886,0.6765,0.2937,0.2483,0.3134
school_136,school,0.3657,0.2239,0.337,0.1203,0.1892
school_137,school,0.1913,0.1769,0.1236,0.726,0.2897
school_138,school,0.1422,0.5091,0.3976,0.1744,0.183
school_139,school,0.8779,0.3978,0.7748,0.8154,0.8339
school_140,school,0.1943,0.1862,0.4563,0.4,0.2282
school_141,school,0.3337,0.6156,0.3679,0.5635,0.4578
school_142,school,0.9596,0.9124,0.7096,0.7448,0.9296
school_143,school,0.8221,0.6266,0.3608,0.6077,0.7219
school_144,school,0.2536,0.1813,0.1268,0.3525,0.1921
school_145,school,0.8323,0.7487,0.4354,0.8128,0.8316
school_146,school,0.6426,0.6651,0.4687,0.8986,0.7742
school_147,school,0.1913,0.1769,0.1236,0.726,0.2897
school_148,school,0.5278,0.713,0.5146,0.327,0.5132
school_149,school,0.5961,0.6101,0.4533,0.5627,0.6004
school_150,school,0.1913,0.1769,0.1236,0.726,0.2897
school_151,school,0.0335,0.1572,0.2967,0.226,0.071
school_152,school,0.6024,0.4848,0.2972,0.0193,0.2523
school_153,school,0.3325,0.131,0.2673,0.5576,0.3053
school_154,school,0.8927,0.1836,0.3154,0.9321,0.7992
school_155,school,0.6769,0.673,0.1512,0.3229,0.5211
school_156,school,0.7398,0.4807,0.3608,0.5385,0.6179
school_157,school,0.5278,0.713,0.5146,0.327,0.5132
school_158,school,0.1505,0.3036,0.1268,0.0252,0.0536
school_159,school,0.1422,0.5091,0.3976,0.1744,0.183
school_160,school,0.3957,0.4442,0.0037,0.2442,0.2647
school_161,school,0.1519,0.5028,0.4638,0.471,0.3105
school_162,school,0.6426,0.6651,0.4687,0.8986,0.7742
school_163,school,0.4564,0.8765,0.2608,0.7888,0.6659
school_164,school,0.542,0.7477,0.7571,0.7706,0.726
school_165,school,0.2939,0.2761,0.5697,0.1775,0.2321
school_166,school,0.7351,0.9132,0.865,0.9229,0.9079
school_167,school,0.7351,0.9132,0.865,0.9229,0.9079
school_168,school,0.5495,0.56,0.5476,0.5696,0.5692
school_169,school,0.5994,0.9176,0.8994,0.812,0.8312
school_170,school,0.5071,0.6783,0.7817,0.7375,0.6866
school_171,school,0.9018,0.7316,0.8057,0.9653,0.9444
school_172,school,0.875,0.6235,0.7557,0.8822,0.8868
school_173,school,0.6957,0.3619,0.563,0.6552,0.6503
school_174,school,0.9252,0.4609,0.8563,0.9233,0.9105
school_175,school,0.6379,0.8128,0.9234,0.4331,0.6953
school_176,school,0.9509,0.9998,0.9087,0.9185,0.9957
school_177,school,0.4385,0.1617,0.9157,0.0621,0.2452
school_178,school,0.3566,0.4174,0.9043,0.2191,0.3789
school_179,school,0.9566,0.9562,0.9596,0.885,0.9791
school_180,school,0.5495,0.56,0.5476,0.5696,0.5692
school_181,school,0.6142,0.1243,0.8339,0.8085,0.6369
school_182,school,0.5495,0.56,0.5476,0.5696,0.5692
school_183,school,0.5495,0.56,0.5476,0.5696,0.5692
school_184,school,0.3576,0.0763,0.7118,0.8067,0.4639
school_185,school,0.9221,0.857,0.9272,0.9955,0.987
school_186,school,0.9706,0.2542,0.7602,0.9515,0.915
school_187,school,0.5495,0.56,0.5476,0.5696,0.5692
school_188,school,0.5495,0.56,0.5476,0.5696,0.5692
school_189,school,0.8089,0.0329,0.7112,0.9785,0.7602
school_190,school,0.5495,0.56,0.5476,0.5696,0.5692
school_191,school,0.5495,0.56,0.5476,0.5696,0.5692
school_192,school,0.2321,0.2882,0.5136,0.7921,0.4369
school_193,school,0.5495,0.56,0.5476,0.5696,0.5692
school_194,school,0.941,0.3913,0.9545,0.7219,0.8562
school_195,school,0.8004,0.0533,0.7061,0.8659,0.701
school_196,school,0.9262,0.8876,0.8203,0.9992,0.9921
school_197,school,0.9416,0.9763,0.9728,0.8848,0.9793
school_198,school,0.3566,0.4174,0.9043,0.2191,0.3789
school_199,school,0.9262,0.8876,0.8203,0.9992,0.9921
school_200,school,0.9485,0.7223,0.6896,0.9959,0.9779
school_201,school,0.6233,0.7639,0.6427,0.8521,0.7856
school_202,school,0.9955,0.8034,0.9522,0.6858,0.945
school_203,school,0.2467,0.0986,0.7372,0.3183,0.2331
school_204,school,0.1436,0.1511,0.6319,0.4024,0.2185
school_205,school,0.9308,0.7213,0.9043,0.6158,0.8682
school_206,school,0.6947,0.6523,0.778,0.9136,0.8383
school_207,school,0.9485,0.7223,0.6896,0.9959,0.9779
school_208,school,0.1146,0.0832,0.2547,0.2536,0.0925
school_209,school,0.9509,0.9998,0.9087,0.9185,0.9957
school_210,school,0.9876,0.4,0.9215,0.7254,0.8947
school_211,school,0.717,0.7353,0.7474,0.9718,0.8876
school_212,school,0.3566,0.4174,0.9043,0.2191,0.3789
school_213,school,0.9018,0.7316,0.8057,0.9653,0.9444
school_214,school,0.5771,0.1621,0.7028,0.5087,0.4953
school_215,school,0.9373,0.9499,0.8738,0.8408,0.9609
school_216,school,0.9787,0.8966,0.8683,0.9274,0.9809
school_217,school,0.8878,0.9276,0.9583,0.9391,0.9657
school_218,school,0.7882,0.1834,0.7528,0.6886,0.6846
school_219,school,0.1815,0.4669,0.6299,0.2791,0.2669
school_220,school,0.5495,0.56,0.5476,0.5696,0.5692
school_221,school,0.0864,0.6759,0.6589,0.1712,0.217
school_222,school,0.098,0.8943,0.3512,0.3213,0.3043
school_223,school,0.7089,0.9736,0.7146,0.8075,0.874
school_224,school,0.6746,0.8625,0.8398,0.958,0.8951
school_225,school,0.717,0.7353,0.7474,0.9718,0.8876
school_226,school,0.5495,0.56,0.5476,0.5696,0.5692
school_227,school,0.3576,0.0763,0.7118,0.8067,0.4639
school_228,school,0.5596,0.5164,0.7543,0.3254,0.5176
school_229,school,0.5495,0.56,0.5476,0.5696,0.5692
school_230,school,0.8043,0.8432,0.7516,0.5838,0.8071
school_231,school,0.7992,0.8302,0.7719,0.9866,0.9375
school_232,school,0.5495,0.56,0.5476,0.5696,0.5692
school_233,school,0.0815,0.4215,0.6453,0.3203,0.2162
school_234,school,0.2103,0.013,0.464,0.7629,0.2329
school_235,school,0.8572,0.5053,0.8293,0.6412,0.7939
school_236,school,0.1959,0.3477,0.5965,0.2945,0.2527
school_237,school,0.1959,0.3477,0.5965,0.2945,0.2527
school_238,school,0.8572,0.5053,0.8293,0.6412,0.7939
school_239,school,0.7089,0.9736,0.7146,0.8075,0.874
school_240,school,0.6393,0.5716,0.6173,0.8953,0.7712
school_241,school,0.8089,0.0329,0.7112,0.9785,0.7602
school_242,school,0.5495,0.56,0.5476,0.5696,0.5692
school_243,school,0.8355,0.4152,0.5407,0.9227,0.8341
school_244,school,0.9824,0.8274,0.8986,0.8738,0.9679
school_245,school,0.8043,0.8432,0.7516,0.5838,0.8071
school_246,school,0.941,0.3913,0.9545,0.7219,0.8562
school_247,school,0.5495,0.56,0.5476,0.5696,0.5692
school_248,school,0.1815,0.4669,0.6299,0.2791,0.2669
school_249,school,0.774,0.4576,0.4667,0.5016,0.6414
school_250,school,0.4692,0.7949,0.3608,0.5337,0.5576
school_251,school,0.0495,0.2467,0.635,0.2209,0.1219
school_252,school,0.4059,0.4345,0.8346,0.7645,0.602
school_253,school,0.5495,0.56,0.5476,0.5696,0.5692
school_254,school,0.5495,0.56,0.5476,0.5696,0.5692
school_255,school,0.9872,0.9909,0.9494,0.831,0.9892
school_256,school,0.5495,0.56,0.5476,0.5696,0.5692
school_257,school,0.9229,0.5635,0.8008,0.9434,0.9239
school_258,school,0.1998,0.5154,0.2563,0.6475,0.3817
school_259,school,0.5495,0.56,0.5476,0.5696,0.5692
school_260,school,0.0815,0.4215,0.6453,0.3203,0.2162
school_261,school,0.5495,0.56,0.5476,0.5696,0.5692
school_262,school,0.5495,0.56,0.5476,0.5696,0.5692
school_263,school,0.8523,0.125,0.5415,0.901,0.7617
school_264,school,0.5107,0.8,0.5931,0.6878,0.6751
school_265,school,0.4598,0.2505,0.6827,0.4949,0.455
school_266,school,0.5994,0.9176,0.8994,0.812,0.8312
school_267,school,0.5495,0.56,0.5476,0.5696,0.5692
school_268,school,0.5495,0.56,0.5476,0.5696,0.5692
school_269,school,0.8043,0.8432,0.7516,0.5838,0.8071
school_270,school,0.3215,0.3142,0.4856,0.5292,0.388
school_271,school,0.3576,0.0763,0.7118,0.8067,0.4639
school_272,school,0.7207,0.9799,0.726,0.4347,0.7844
school_273,school,0.717,0.7353,0.7474,0.9718,0.8876
school_274,school,0.1959,0.3477,0.5965,0.2945,0.2527
school_275,school,0.1412,0.5339,0.8167,0.1923,0.257
school_276,school,0.4097,0.7925,0.5998,0.4432,0.5278
school_277,school,0.9495,0.675,0.9327,0.6899,0.8937
school_278,school,0.6022,0.7446,0.7488,0.2045,0.5393
school_279,school,0.6533,0.4353,0.7856,0.9193,0.7868
school_280,school,0.4663,0.5972,0.2722,0.8548,0.6292
school_281,school,0.5495,0.56,0.5476,0.5696,0.5692
school_282,school,0.4544,0.7728,0.8528,0.554,0.6298
school_283,school,0.5495,0.56,0.5476,0.5696,0.5692
school_284,school,0.3576,0.0763,0.7118,0.8067,0.4639
school_285,school,0.9884,0.6503,0.8309,0.9018,0.9594
school_286,school,0.5495,0.56,0.5476,0.5696,0.5692
school_287,school,0.5495,0.56,0.5476,0.5696,0.5692
school_288,school,0.6959,0.6335,0.0841,0.4404,0.5554
school_289,school,0.5757,0.4988,0.0841,0.1797,0.3588
school_290,school,0.5769,0.9347,0.3494,0.5819,0.6795
school_291,school,0.1876,0.2529,0.1301,0.7237,0.3116
school_292,school,0.1012,0.4436,0.2778,0.7122,0.3241
school_293,school,0.5899,0.9178,0.2207,0.9574,0.8195
school_294,school,0.3759,0.3507,0.3469,0.7331,0.4836
school_295,school,0.3026,0.6974,0.3406,0.1594,0.2923
school_296,school,0.545,0.9252,0.3528,0.6087,0.6734
school_297,school,0.274,0.4511,0.0354,0.4168,0.275
school_298,school,0.9193,0.9179,0.4756,0.1637,0.7223
school_299,school,0.6199,0.725,0.0683,0.6653,0.6176
school_300,school,0.3211,0.5203,0.0665,0.4765,0.3558
school_301,school,0.7574,0.3016,0.161,0.7485,0.6424
school_302,school,0.3856,0.1379,0.2531,0.598,0.3578
school_303,school,0.3487,0.7661,0.0315,0.7848,0.5363
school_304,school,0.3822,0.2824,0.1494,0.0828,0.1623
school_305,school,0.5363,0.8521,0.065,0.6903,0.6225
school_306,school,0.3491,0.8434,0.1067,0.2164,0.359
school_307,school,0.3276,0.3503,0.2488,0.5592,0.3746
school_308,school,0.1724,0.4069,0.2673,0.1698,0.1604
school_309,school,0.1978,0.6815,0.337,0.3249,0.3037
school_310,school,0.0071,0.0765,0.2673,0.4241,0.0649
school_311,school,0.5832,0.6465,0.5526,0.5621,0.6166
school_312,school,0.5394,0.5874,0.0217,0.1404,0.3217
school_313,school,0.556,0.7065,0.2652,0.4848,0.5438
school_314,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_315,school,0.0071,0.0765,0.2673,0.4241,0.0649
school_316,school,0.7254,0.798,0.4961,0.8594,0.8213
school_317,school,0.401,0.5793,0.3801,0.4578,0.442
school_318,school,0.357,0.7036,0.5923,0.1329,0.3497
school_319,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_320,school,0.556,0.7065,0.2652,0.4848,0.5438
school_321,school,0.0858,0.2069,0.2317,0.3369,0.1258
school_322,school,0.04,0.1203,0.0927,0.4136,0.0874
school_323,school,0.1414,0.3663,0.3813,0.1931,0.1629
school_324,school,0.258,0.6588,0.6453,0.2152,0.3406
school_325,school,0.656,0.3886,0.2955,0.6162,0.5771
school_326,school,0.6984,0.8089,0.5398,0.7353,0.7694
school_327,school,0.6203,0.5116,0.1163,0.5189,0.5183
school_328,school,0.3625,0.3483,0.2197,0.4099,0.3292
school_329,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_330,school,0.4154,0.4521,0.6043,0.5633,0.4963
school_331,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_332,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_333,school,0.512,0.2077,0.524,0.2353,0.3469
school_334,school,0.3262,0.8199,0.5415,0.5976,0.5469
school_335,school,0.5832,0.6465,0.5526,0.5621,0.6166
school_336,school,0.0677,0.0333,0.3341,0.1193,0.0278
school_337,school,0.5832,0.6465,0.5526,0.5621,0.6166
school_338,school,0.4154,0.4521,0.6043,0.5633,0.4963
school_339,school,0.1359,0.2481,0.251,0.0533,0.068
school_340,school,0.8083,0.7748,0.4667,0.689,0.7878
school_341,school,0.512,0.2077,0.524,0.2353,0.3469
school_342,school,0.556,0.7065,0.2652,0.4848,0.5438
school_343,school,0.5832,0.6465,0.5526,0.5621,0.6166
school_344,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_345,school,0.6341,0.4377,0.5772,0.5028,0.5759
school_346,school,0.1359,0.2481,0.251,0.0533,0.068
school_347,school,0.2124,0.4355,0.0787,0.0862,0.116
school_348,school,0.5495,0.56,0.5476,0.5696,0.5692
school_349,school,0.1414,0.3663,0.3813,0.1931,0.1629
school_350,school,0.357,0.7036,0.5923,0.1329,0.3497
school_351,school,0.7901,0.717,0.7504,0.5613,0.7586
school_352,school,0.0978,0.0838,0.1555,0.0629,0.0276
school_353,school,0.057,0.2929,0.1415,0.0813,0.0507
school_354,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_355,school,0.8195,0.5529,0.9053,0.6787,0.8008
school_356,school,0.4241,0.5327,0.3439,0.2899,0.3767
school_357,school,0.0931,0.1675,0.0205,0.2412,0.0815
school_358,school,0.2235,0.0467,0.0069,0.2408,0.0872
school_359,school,0.0748,0.1398,0.0081,0.3168,0.0832
school_360,school,0.2649,0.6947,0.2026,0.729,0.4842
school_361,school,0.2649,0.6947,0.2026,0.729,0.4842
school_362,school,0.5844,0.6785,0.3106,0.8874,0.7227
school_363,school,0.8529,0.4574,0.5453,0.9099,0.843
school_364,school,0.2899,0.7746,0.0965,0.2998,0.332
school_365,school,0.2899,0.7746,0.0965,0.2998,0.332
school_366,school,0.0148,0.2736,0.0457,0.1564,0.0412
school_367,school,0.0359,0.3047,0.1398,0.0116,0.0134
school_368,school,0.8789,0.6882,0.5843,0.5623,0.7832
school_369,school,0.9775,0.6726,0.8778,0.7245,0.916
school_370,school,0.4101,0.0394,0.2695,0.3564,0.2126
school_371,school,0.8047,0.8542,0.7069,0.9726,0.9272
school_372,school,0.6272,0.9523,0.7953,0.7864,0.8371
school_373,school,0.6905,0.9519,0.3679,0.9765,0.8982
school_374,school,0.7337,0.4846,0.6728,0.8617,0.7864
school_375,school,0.7337,0.4846,0.6728,0.8617,0.7864
school_376,school,0.9716,0.5235,0.8717,0.7836,0.9051
school_377,school,0.4588,0.0882,0.7024,0.1361,0.2446
school_378,school,0.3393,0.9781,0.6705,0.3649,0.5722
school_379,school,0.8047,0.8542,0.7069,0.9726,0.9272
school_380,school,0.8014,0.7199,0.5882,0.8414,0.8398
school_381,school,0.5162,0.4671,0.4203,0.2738,0.4138
school_382,school,0.917,0.6444,0.7638,0.6071,0.8333
school_383,school,0.8014,0.7199,0.5882,0.8414,0.8398
school_384,school,0.1231,0.141,0.1185,0.0765,0.0517
school_385,school,0.6572,0.0712,0.3484,0.4205,0.4087
school_386,school,0.8237,0.3783,0.814,0.5949,0.7282
school_387,school,0.8824,0.8158,0.6648,0.728,0.8647
school_388,school,0.5688,0.9882,0.9289,0.6189,0.8144
school_389,school,0.7179,0.916,0.5988,0.6854,0.8018
school_390,school,0.2095,0.0852,0.2547,0.5988,0.2367
school_391,school,0.7886,0.9531,0.8705,0.4647,0.8199
school_392,school,0.2805,0.4874,0.7902,0.5852,0.4732
school_393,school,0.3039,0.7414,0.4362,0.2963,0.3866
school_394,school,0.3393,0.9781,0.6705,0.3649,0.5722
school_395,school,0.6606,0.359,0.5537,0.6785,0.6357
school_396,school,0.4101,0.0394,0.2695,0.3564,0.2126
school_397,school,0.4992,0.7692,0.3941,0.3923,0.5199
school_398,school,0.841,0.9822,0.4707,0.0203,0.5935
school_399,school,0.8824,0.8158,0.6648,0.728,0.8647
school_400,school,0.3659,0.387,0.3724,0.0114,0.1237
school_401,school,0.3168,0.3105,0.6207,0.7722,0.5014
school_402,school,0.4919,0.2213,0.6557,0.6763,0.5229
school_403,school,0.7179,0.916,0.5988,0.6854,0.8018
school_404,school,0.468,0.0937,0.2937,0.8333,0.485
school_405,school,0.9189,0.7931,0.6197,0.8099,0.8949
school_406,school,0.4755,0.3464,0.5514,0.4872,0.4655
school_407,school,0.2114,0.2868,0.3626,0.2345,0.1897
school_408,school,0.5629,0.8112,0.5506,0.8183,0.7412
school_409,school,0.6327,0.6043,0.4461,0.9323,0.7732
school_410,school,0.7838,0.8286,0.7193,0.5404,0.773
school_411,school,0.4755,0.3464,0.5514,0.4872,0.4655
school_412,school,0.411,0.3487,0.4264,0.37,0.3736
school_413,school,0.9838,0.9219,0.6811,0.8899,0.9732
school_414,school,0.5219,0.6574,0.3583,0.7174,0.6193
school_415,school,0.4746,0.8469,0.5848,0.7223,0.6824
school_416,school,0.7454,0.8045,0.4274,0.9288,0.8533
school_417,school,0.9318,0.0396,0.7171,0.5544,0.6556
school_418,school,0.9505,0.7083,0.626,0.7282,0.8813
school_419,school,0.2249,0.5779,0.4039,0.6621,0.4325
school_420,school,0.9505,0.7083,0.626,0.7282,0.8813
school_421,school,0.6994,0.644,0.5791,0.8491,0.787
school_422,school,0.4892,0.3627,0.3224,0.7132,0.5233
school_423,school,0.9677,0.8359,0.7697,0.9759,0.9797
school_424,school,0.4118,0.1316,0.2791,0.7939,0.444
school_425,school,0.2114,0.2868,0.3626,0.2345,0.1897
school_426,school,0.626,0.5418,0.4795,0.8915,0.7363
school_427,school,0.96,0.8316,0.6783,0.9915,0.9815
school_428,school,0.3379,0.3925,0.3852,0.1659,0.2491
school_429,school,0.2375,0.1424,0.1425,0.2815,0.1533
school_430,school,0.4227,0.831,0.5045,0.2154,0.4452
school_431,school,0.3789,0.3702,0.2711,0.6302,0.4333
school_432,school,0.3043,0.2793,0.4106,0.2761,0.2578
school_433,school,0.6963,0.9915,0.8972,0.3485,0.7953
school_434,school,0.3525,0.6651,0.0736,0.387,0.3744
school_435,school,0.5055,0.5982,0.1512,0.854,0.6282
school_436,school,0.929,0.7308,0.6837,0.8493,0.9081
school_437,school,0.8164,0.2412,0.6967,0.7548,0.7308
school_438,school,0.8499,0.9566,0.7077,0.8716,0.929
school_439,school,0.3412,0.5408,0.137,0.3822,0.3462
school_440,school,0.3412,0.5408,0.137,0.3822,0.3462
school_441,school,0.4761,0.8241,0.4909,0.4128,0.545
school_442,school,0.5233,0.2675,0.0874,0.6558,0.4615
school_443,school,0.9083,0.9828,0.6827,0.6373,0.9112
school_444,school,0.8454,0.9617,0.3406,0.9809,0.9462
school_445,school,0.084,0.1282,0.4089,0.2217,0.0964
school_446,school,0.7787,0.1126,0.6711,0.4726,0.5621
school_447,school,0.3071,0.5609,0.2453,0.5448,0.4077
school_448,school,0.658,0.6972,0.6319,0.6298,0.703
school_449,school,0.074,0.5951,0.3569,0.1221,0.1314
school_450,school,0.0746,0.3696,0.3106,0.7349,0.3016
school_451,school,0.7895,0.143,0.7583,0.4387,0.5836
school_452,school,0.4481,0.6367,0.7224,0.6771,0.617
school_453,school,0.7598,0.4919,0.6915,0.8146,0.7813
school_454,school,0.3921,0.2189,0.45,0.5428,0.3974
school_455,school,0.6,0.2203,0.7309,0.3592,0.4748
school_456,school,0.7844,0.6304,0.7866,0.412,0.6976
school_457,school,0.9844,0.1434,0.8541,0.9639,0.9195
school_458,school,0.8189,0.0168,0.472,0.94,0.6692
school_459,school,0.7854,0.7633,0.8498,0.9751,0.9215
school_460,school,0.6536,0.8097,0.7443,0.5442,0.7128
school_461,school,0.7152,0.6424,0.8864,0.3357,0.6562
school_462,school,0.859,0.6598,0.9785,0.9296,0.9193
school_463,school,0.9667,0.9323,0.8533,0.9146,0.9787
school_464,school,0.1663,0.6998,0.8852,0.302,0.3734
school_465,school,0.0191,0.1314,0.6472,0.2465,0.0864
school_466,school,0.4527,0.7318,0.9494,0.4911,0.6085
school_467,school,0.0805,0.4497,0.6411,0.228,0.1868
school_468,school,0.9736,0.6302,0.86,0.8955,0.9479
school_469,school,0.6607,0.4986,0.8888,0.6166,0.6901
school_470,school,0.8564,0.8061,0.9144,0.7992,0.8945
school_471,school,0.798,0.6079,0.9701,0.4903,0.7458
school_472,school,0.0063,0.4663,0.5817,0.0542,0.0558
school_473,school,0.4391,0.702,0.9815,0.2574,0.5114
school_474,school,0.4103,0.8635,0.8817,0.1661,0.4862
school_475,school,0.0635,0.8596,0.9132,0.0452,0.1964
school_476,school,0.1734,0.4053,0.7683,0.3866,0.3172
school_477,school,0.9998,0.9844,0.9437,0.8381,0.9939
school_478,school,0.3274,0.2162,0.8778,0.2229,0.3002
school_479,school,0.9807,0.872,0.9884,0.9846,0.9927
school_480,school,0.9897,0.9091,0.9754,0.9868,0.9959
school_481,school,0.9375,0.7955,0.9545,0.5144,0.8643
school_482,school,0.9753,0.9793,0.9785,0.9604,0.9951
school_483,school,0.0564,0.4093,0.6012,0.0527,0.084
school_484,school,0.868,0.9783,0.9917,0.9594,0.9801
school_485,school,0.3949,0.6716,0.9043,0.4824,0.5527
school_486,school,0.8604,0.7582,0.826,0.8702,0.9032
school_487,school,0.0805,0.4497,0.6411,0.228,0.1868
school_488,school,0.3949,0.6716,0.9043,0.4824,0.5527
school_489,school,0.4527,0.7318,0.9494,0.4911,0.6085
school_490,school,0.0063,0.4663,0.5817,0.0542,0.0558
school_491,school,0.7554,0.5566,0.8705,0.9215,0.8552
school_492,school,0.4807,0.7085,0.9096,0.9412,0.7978
school_493,school,0.8227,0.3793,0.8392,0.9262,0.854
school_494,school,0.5282,0.7349,0.6762,0.6957,0.6801
school_495,school,0.2828,0.771,0.6173,0.7927,0.6018
school_496,school,0.5282,0.7349,0.6762,0.6957,0.6801
school_497,school,0.2732,0.4941,0.5445,0.8566,0.5485
school_498,school,0.901,0.8475,0.7638,0.9913,0.9718
school_499,school,0.1767,0.3799,0.3868,0.2051,0.1858
school_500,school,0.4655,0.1199,0.6234,0.6442,0.4621
school_501,school,0.9635,0.6335,0.8295,0.8919,0.9377
school_502,school,0.5442,0.8848,0.8528,0.6878,0.7465
school_503,school,0.5221,0.6931,0.6215,0.9168,0.7548
school_504,school,0.5282,0.7349,0.6762,0.6957,0.6801
school_505,school,0.831,0.9396,0.7748,0.3607,0.7911
school_506,school,0.5359,0.1414,0.5293,0.7116,0.5158
school_507,school,0.0107,0.2262,0.437,0.5515,0.1489
school_508,school,0.831,0.9396,0.7748,0.3607,0.7911
school_509,school,0.7564,0.5365,0.7234,0.6945,0.7464
school_510,school,0.7552,0.5759,0.6935,0.1964,0.57
school_511,school,0.103,0.5037,0.5215,0.1347,0.1558
school_512,school,0.7493,0.7933,0.6768,0.7617,0.8142
school_513,school,0.7854,0.7633,0.8498,0.9751,0.9215
school_514,school,0.1846,0.044,0.3679,0.5935,0.2049
school_515,school,0.9406,0.3085,0.8963,0.6992,0.8318
school_516,school,0.0016,0.0383,0.0545,0.3014,0.0144
school_517,school,0.9718,0.8643,0.4274,0.9596,0.9637
school_518,school,0.2014,0.3631,0.0516,0.5657,0.2734
school_519,school,0.9385,0.6527,0.7407,0.8892,0.9185
school_520,school,0.4077,0.525,0.3543,0.4436,0.4245
school_521,school,0.7872,0.9702,0.7427,0.8325,0.9097
school_522,school,0.7976,0.6986,0.7272,0.8231,0.8444
school_523,school,0.9353,0.9704,0.5683,0.8329,0.9475
school_524,school,0.7373,0.9351,0.4264,0.5089,0.7375
school_525,school,0.8471,0.9207,0.364,0.9343,0.9128
school_526,school,0.7097,0.9321,0.6528,0.9256,0.8897
school_527,school,0.7609,0.8193,0.4596,0.8398,0.8308
school_528,school,0.5684,0.583,0.3868,0.3191,0.4811
school_529,school,0.0097,0.2448,0.114,0.0426,0.0126
school_530,school,0.4982,0.5327,0.4573,0.4629,0.499
school_531,school,0.756,0.9635,0.7333,0.9306,0.9243
school_532,school,0.4308,0.1298,0.2441,0.2116,0.2211
school_533,school,0.297,0.6483,0.3012,0.325,0.3513
school_534,school,0.2915,0.303,0.2872,0.1116,0.1627
school_535,school,0.7609,0.8193,0.4596,0.8398,0.8308
school_536,school,0.4458,0.0373,0.2425,0.2105,0.1712
school_537,school,0.6554,0.5523,0.211,0.4014,0.5201
school_538,school,0.3807,0.4398,0.5543,0.2097,0.331
school_539,school,0.401,0.2688,0.423,0.7227,0.4809
school_540,school,0.7779,0.8947,0.7201,0.4337,0.7572
school_541,school,0.7503,0.4637,0.2441,0.485,0.5858
school_542,school,0.2045,0.2026,0.5557,0.3542,0.2381
school_543,school,0.7609,0.8193,0.4596,0.8398,0.8308
school_544,school,0.5716,0.2379,0.624,0.1254,0.3402
school_545,school,0.7609,0.8193,0.4596,0.8398,0.8308
school_546,school,0.3527,0.2659,0.0386,0.544,0.3201
school_547,school,0.9353,0.9704,0.5683,0.8329,0.9475
school_548,school,0.6205,0.3132,0.7624,0.5793,0.5963
school_549,school,0.7609,0.8193,0.4596,0.8398,0.8308
school_550,school,0.6337,0.4414,0.3189,0.8657,0.686
school_551,school,0.5087,0.9278,0.5165,0.8536,0.7688
